Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Sandy,6.02,High,Rabi,Gujarat,None,Wheat
Clay,8.35,Low,Rabi,Gujarat,Maize,Wheat
Red,6.66,Low,Zaid,Karnataka,Groundnut,Banana
Laterite,4.98,Low,Rabi,Punjab,Sugarcane,Wheat
Alluvial,4.63,High,Zaid,Bihar,Maize,Soybean
Red,5.21,Medium,Zaid,Karnataka,Pulses,Wheat
Alluvial,7.55,Medium,Zaid,Maharashtra,Sugarcane,Cumin
Clay,4.63,Low,Kharif,Kerala,Rice,Groundnut
Red,6.65,Medium,Rabi,Karnataka,Pulses,Cumin
Alluvial,6.62,High,Zaid,Bihar,Pulses,Soybean
Clay,7.03,Low,Rabi,Haryana,Groundnut,Sugarcane
Loamy,6.37,Medium,Zaid,Maharashtra,Wheat,Banana
Clay,8.08,High,Kharif,Karnataka,Rice,Maize
Clay,6.74,Medium,Zaid,Haryana,Maize,Wheat
Alluvial,7.23,Medium,Kharif,Telangana,Pulses,Wheat
Laterite,4.83,Low,Rabi,Kerala,Sugarcane,Pulses
Sandy,5.66,Low,Zaid,Telangana,Groundnut,Groundnut
Clay,4.56,Medium,Zaid,Telangana,Pulses,Banana
Loamy,8.43,Medium,Kharif,Punjab,Wheat,Rice
Clay,6.7,High,Zaid,Maharashtra,Pulses,Banana
Clay,6.23,Medium,Kharif,Kerala,Sugarcane,Soybean
Alluvial,5.62,Medium,Rabi,Maharashtra,Sugarcane,Banana
Alluvial,7.33,High,Zaid,Punjab,Maize,Cotton
Laterite,7.08,High,Zaid,Maharashtra,Rice,Sugarcane
Clay,6.29,Medium,Zaid,Maharashtra,Maize,Maize
Black,7.05,Low,Zaid,Uttar Pradesh,Sugarcane,Pulses
Alluvial,4.93,Low,Rabi,Haryana,Cotton,Pulses
Loamy,7.45,High,Rabi,Haryana,Sugarcane,Wheat
Laterite,5.26,Medium,Zaid,Tamil Nadu,Rice,Banana
Laterite,4.92,Medium,Kharif,Punjab,Wheat,Rice
Loamy,5.94,Low,Zaid,Haryana,Cotton,Banana
Laterite,7.86,High,Zaid,Punjab,None,Cotton
Laterite,6.53,High,Rabi,Punjab,Rice,Banana
Laterite,6.31,Low,Rabi,Tamil Nadu,Sugarcane,Groundnut
Sandy,5.74,Medium,Rabi,Maharashtra,Maize,Rice
Sandy,6.52,Low,Kharif,Uttar Pradesh,Pulses,Wheat
Sandy,6.85,High,Zaid,Bihar,Sugarcane,Banana
Laterite,7.99,Medium,Zaid,Uttar Pradesh,None,Soybean
Red,6.47,Low,Kharif,Maharashtra,Groundnut,Rice
Laterite,7.78,High,Rabi,Gujarat,Wheat,Wheat
Alluvial,5.53,Medium,Zaid,Karnataka,Sugarcane,Groundnut
Red,7.95,High,Kharif,Bihar,Sugarcane,Maize
Alluvial,5.45,Low,Zaid,Punjab,None,Pulses
Red,7.35,Low,Kharif,Uttar Pradesh,Groundnut,Pulses
Loamy,7.06,Medium,Rabi,Punjab,Maize,Maize
Loamy,7.68,Medium,Kharif,Karnataka,Pulses,Soybean
Black,7.28,Low,Zaid,Kerala,Rice,Pulses
Laterite,6.8,High,Rabi,Tamil Nadu,Pulses,Groundnut
Clay,7.55,Low,Zaid,Telangana,Sugarcane,Wheat
Alluvial,6.41,Low,Rabi,Tamil Nadu,Sugarcane,Groundnut
Clay,7.4,High,Zaid,Kerala,Wheat,Pulses
Clay,5.52,High,Kharif,Gujarat,Rice,Wheat
Alluvial,7.22,Medium,Zaid,Bihar,Rice,Banana
Clay,6.84,High,Rabi,Maharashtra,None,Sugarcane
Laterite,5.02,High,Rabi,Maharashtra,Wheat,Maize
Red,5.16,High,Zaid,Haryana,None,Sugarcane
Alluvial,4.65,Low,Kharif,Karnataka,Rice,Banana
Sandy,6.94,Low,Rabi,Uttar Pradesh,Groundnut,Soybean
Loamy,6.58,High,Zaid,Kerala,Rice,Pulses
Clay,8.38,Low,Kharif,Bihar,Groundnut,Rice
Red,4.92,Low,Rabi,Gujarat,None,Banana
Red,4.86,Low,Zaid,Uttar Pradesh,Maize,Groundnut
Alluvial,7.57,Medium,Zaid,Telangana,Rice,Pulses
Loamy,7.62,Medium,Kharif,Gujarat,Pulses,Rice
Sandy,6.76,Low,Rabi,Karnataka,Wheat,Maize
Loamy,8.37,Low,Rabi,Karnataka,Pulses,Rice
Alluvial,6.56,Low,Kharif,Bihar,Wheat,Banana
Clay,5.72,Low,Rabi,Telangana,None,Rice
Alluvial,5.55,High,Zaid,Punjab,None,Pulses
Loamy,5.24,Low,Rabi,Uttar Pradesh,Groundnut,Sugarcane
Clay,7.78,High,Kharif,Gujarat,Maize,Pulses
Clay,8.37,Low,Kharif,Telangana,Cotton,Sugarcane
Alluvial,4.96,Medium,Zaid,Gujarat,Wheat,Pulses
Laterite,7.32,Medium,Zaid,Maharashtra,Maize,Maize
Sandy,6.19,Low,Zaid,Bihar,None,Cotton
Loamy,6.0,Low,Kharif,Bihar,Rice,Pulses
Sandy,7.39,Medium,Rabi,Bihar,Pulses,Soybean
Laterite,5.46,Low,Zaid,Maharashtra,Groundnut,Pulses
Loamy,6.07,Medium,Zaid,Haryana,Pulses,Sugarcane
Black,5.33,High,Zaid,Tamil Nadu,None,Soybean
Black,6.57,High,Rabi,Gujarat,None,Banana
Black,7.41,Low,Rabi,Bihar,Groundnut,Soybean
Sandy,5.6,Low,Zaid,Kerala,Cotton,Maize
Black,4.73,High,Kharif,Gujarat,Sugarcane,Maize
Clay,7.39,Low,Zaid,Haryana,Rice,Wheat
Clay,5.27,Low,Rabi,Gujarat,None,Banana
Loamy,6.31,Medium,Zaid,Maharashtra,Wheat,Sugarcane
Clay,5.15,Low,Rabi,Uttar Pradesh,Pulses,Pulses
Clay,7.52,Medium,Rabi,Gujarat,Cotton,Groundnut
Laterite,8.26,Low,Rabi,Punjab,Maize,Pulses
Loamy,4.63,Low,Rabi,Karnataka,Cotton,Wheat
Clay,6.91,High,Rabi,Kerala,Pulses,Rice
Red,7.28,Low,Rabi,Bihar,Pulses,Cumin
Sandy,6.52,Medium,Rabi,Punjab,Pulses,Pulses
Alluvial,6.75,Medium,Zaid,Bihar,Rice,Soybean
Clay,6.32,Low,Zaid,Kerala,Groundnut,Cotton
Black,7.3,High,Zaid,Karnataka,Sugarcane,Groundnut
Red,5.24,Low,Kharif,Maharashtra,Cotton,Maize
Red,7.31,High,Rabi,Telangana,Sugarcane,Pulses
Loamy,6.81,High,Zaid,Telangana,Rice,Maize
Laterite,4.83,High,Kharif,Maharashtra,Sugarcane,Banana
Sandy,7.01,High,Zaid,Punjab,Sugarcane,Sugarcane
Black,7.17,Medium,Zaid,Bihar,Cotton,Maize
Clay,6.06,High,Rabi,Punjab,Pulses,Pulses
Clay,5.57,High,Zaid,Bihar,Rice,Soybean
Red,5.51,High,Zaid,Kerala,Groundnut,Cotton
Clay,7.33,Medium,Zaid,Uttar Pradesh,Wheat,Cumin
Laterite,5.98,Medium,Kharif,Uttar Pradesh,Cotton,Cotton
Black,5.89,High,Kharif,Uttar Pradesh,Wheat,Sugarcane
Loamy,5.35,Medium,Kharif,Tamil Nadu,Wheat,Cumin
Clay,5.8,Medium,Zaid,Gujarat,Cotton,Banana
Black,7.56,Medium,Kharif,Tamil Nadu,Cotton,Pulses
Sandy,6.12,High,Zaid,Uttar Pradesh,Maize,Pulses
Black,7.11,High,Rabi,Gujarat,Cotton,Maize
Black,6.41,High,Zaid,Haryana,Pulses,Groundnut
Sandy,7.09,Medium,Zaid,Uttar Pradesh,Wheat,Pulses
Alluvial,5.72,Medium,Kharif,Haryana,Sugarcane,Sugarcane
Red,8.12,High,Zaid,Gujarat,Wheat,Banana
Clay,6.81,Low,Zaid,Karnataka,Sugarcane,Cotton
Red,5.54,Medium,Rabi,Telangana,Wheat,Sugarcane
Alluvial,7.59,Medium,Kharif,Haryana,Pulses,Rice
Black,8.46,High,Kharif,Kerala,Pulses,Groundnut
Alluvial,6.73,High,Rabi,Bihar,None,Banana
Black,6.64,High,Rabi,Kerala,Pulses,Rice
Alluvial,5.7,Low,Kharif,Haryana,Maize,Cotton
Alluvial,5.15,Low,Rabi,Punjab,Maize,Cotton
Clay,6.42,Medium,Rabi,Telangana,Groundnut,Soybean
Red,5.88,High,Rabi,Maharashtra,None,Maize
Red,6.8,Medium,Rabi,Kerala,Pulses,Soybean
Sandy,4.7,Medium,Rabi,Gujarat,None,Banana
Clay,6.92,Medium,Rabi,Haryana,None,Soybean
Red,5.53,Low,Rabi,Maharashtra,Groundnut,Cotton
Clay,7.39,Low,Rabi,Uttar Pradesh,Pulses,Groundnut
Laterite,7.32,Medium,Rabi,Kerala,Cotton,Maize
Laterite,5.96,Medium,Kharif,Punjab,Maize,Sugarcane
Alluvial,6.55,Medium,Rabi,Bihar,Rice,Groundnut
Black,7.54,Low,Zaid,Karnataka,Rice,Soybean
Red,5.46,High,Rabi,Maharashtra,Groundnut,Banana
Sandy,7.79,High,Zaid,Kerala,Groundnut,Maize
Black,8.41,Medium,Rabi,Uttar Pradesh,Pulses,Cotton
Clay,7.9,High,Zaid,Karnataka,Sugarcane,Banana
Red,7.32,High,Zaid,Telangana,Maize,Wheat
Loamy,4.72,Medium,Kharif,Punjab,None,Banana
Black,7.49,Medium,Rabi,Punjab,None,Banana
Clay,5.29,Low,Zaid,Karnataka,None,Wheat
Sandy,4.6,Low,Zaid,Gujarat,Pulses,Wheat
Laterite,4.53,High,Zaid,Tamil Nadu,Wheat,Soybean
Clay,7.56,High,Kharif,Tamil Nadu,None,Wheat
Clay,7.77,High,Zaid,Punjab,Maize,Groundnut
Alluvial,6.15,High,Zaid,Tamil Nadu,Cotton,Sugarcane
Sandy,7.12,Medium,Rabi,Karnataka,Maize,Groundnut
Clay,7.31,High,Kharif,Punjab,Pulses,Soybean
Sandy,6.62,Medium,Rabi,Tamil Nadu,None,Sugarcane
Loamy,5.55,Medium,Zaid,Gujarat,Maize,Wheat
Laterite,5.75,High,Zaid,Karnataka,None,Groundnut
Black,7.98,Low,Zaid,Karnataka,Wheat,Banana
Alluvial,7.86,Low,Rabi,Punjab,Pulses,Banana
Red,6.89,Low,Rabi,Bihar,Cotton,Cumin
Loamy,5.76,Low,Kharif,Punjab,Rice,Groundnut
Laterite,7.23,Medium,Zaid,Telangana,Wheat,Rice
Red,6.85,Low,Rabi,Gujarat,None,Maize
Alluvial,7.9,Medium,Kharif,Tamil Nadu,Rice,Pulses
Alluvial,5.24,Medium,Rabi,Kerala,Groundnut,Groundnut
Clay,5.18,High,Kharif,Bihar,Wheat,Rice
Red,5.4,Medium,Zaid,Bihar,Wheat,Rice
Alluvial,6.92,High,Rabi,Telangana,Pulses,Sugarcane
Black,5.51,Low,Zaid,Uttar Pradesh,Sugarcane,Soybean
Black,7.03,Low,Zaid,Tamil Nadu,Rice,Cotton
Alluvial,4.84,High,Kharif,Uttar Pradesh,Wheat,Sugarcane
Clay,7.25,Low,Zaid,Telangana,Pulses,Wheat
Loamy,6.45,Medium,Kharif,Karnataka,Pulses,Pulses
Red,5.06,Medium,Kharif,Bihar,Rice,Rice
Red,7.4,Medium,Rabi,Tamil Nadu,Rice,Cumin
Laterite,5.31,High,Zaid,Maharashtra,Maize,Banana
Loamy,6.98,High,Rabi,Uttar Pradesh,Groundnut,Rice
Laterite,7.09,High,Rabi,Gujarat,Groundnut,Wheat
Sandy,6.95,Medium,Kharif,Uttar Pradesh,Wheat,Wheat
Sandy,4.69,High,Rabi,Punjab,Cotton,Pulses
Clay,7.62,Low,Rabi,Uttar Pradesh,Wheat,Wheat
Alluvial,6.72,Low,Zaid,Bihar,None,Cumin
Loamy,6.4,Medium,Zaid,Karnataka,Pulses,Cumin
Alluvial,6.32,High,Zaid,Gujarat,Groundnut,Rice
Clay,6.24,Medium,Rabi,Tamil Nadu,Wheat,Rice
Sandy,4.89,Medium,Kharif,Uttar Pradesh,Cotton,Cumin
Laterite,5.36,Medium,Rabi,Telangana,Sugarcane,Maize
Black,7.87,Low,Rabi,Kerala,Rice,Pulses
Laterite,5.81,Low,Kharif,Punjab,Pulses,Rice
Alluvial,7.04,Low,Zaid,Telangana,Wheat,Maize
Red,4.88,Low,Zaid,Uttar Pradesh,Pulses,Cumin
Red,8.25,High,Zaid,Uttar Pradesh,Maize,Rice
Red,7.09,Low,Kharif,Maharashtra,Groundnut,Sugarcane
Red,7.17,Medium,Zaid,Bihar,Sugarcane,Banana
Loamy,4.84,Medium,Kharif,Gujarat,Maize,Soybean
Loamy,6.06,Medium,Rabi,Gujarat,Rice,Groundnut
Laterite,8.26,Low,Zaid,Uttar Pradesh,Wheat,Banana
Black,7.8,Medium,Kharif,Haryana,Wheat,Cumin
Black,5.75,Low,Rabi,Telangana,Wheat,Pulses
Sandy,6.82,Low,Zaid,Haryana,Cotton,Cotton
Sandy,8.35,Medium,Rabi,Maharashtra,Cotton,Pulses
Alluvial,5.73,High,Rabi,Punjab,Groundnut,Soybean
Alluvial,6.8,Low,Kharif,Punjab,Rice,Cumin
Red,7.09,Medium,Zaid,Haryana,Sugarcane,Cumin
Sandy,7.76,High,Zaid,Karnataka,Wheat,Rice
Alluvial,7.66,High,Rabi,Punjab,Cotton,Cotton
Loamy,6.86,Medium,Rabi,Kerala,Maize,Banana
Loamy,4.61,Medium,Rabi,Tamil Nadu,Wheat,Groundnut
Clay,4.56,High,Kharif,Telangana,Maize,Sugarcane
Alluvial,4.95,High,Zaid,Gujarat,Wheat,Pulses
Clay,4.71,Medium,Kharif,Bihar,Groundnut,Rice
Red,5.16,Low,Zaid,Bihar,Wheat,Pulses
Clay,7.11,High,Rabi,Telangana,Rice,Cotton
Black,5.24,Low,Zaid,Maharashtra,Cotton,Soybean
Black,5.09,High,Kharif,Maharashtra,Sugarcane,Rice
Clay,8.21,High,Zaid,Haryana,None,Wheat
Clay,5.1,Low,Zaid,Gujarat,Pulses,Wheat
Alluvial,5.02,Low,Zaid,Punjab,Maize,Pulses
Sandy,4.73,Low,Rabi,Haryana,None,Cumin
Red,6.52,Low,Zaid,Uttar Pradesh,Rice,Maize
Clay,8.19,High,Rabi,Punjab,Pulses,Rice
Black,7.4,Medium,Kharif,Tamil Nadu,Sugarcane,Wheat
Laterite,5.27,Low,Zaid,Uttar Pradesh,Groundnut,Soybean
Red,6.46,Medium,Rabi,Haryana,Rice,Rice
Red,5.07,Low,Rabi,Tamil Nadu,None,Cotton
Sandy,6.51,High,Rabi,Tamil Nadu,Cotton,Maize
Black,5.14,High,Zaid,Haryana,Pulses,Pulses
Loamy,7.21,Low,Kharif,Tamil Nadu,Wheat,Rice
Red,6.99,Low,Rabi,Uttar Pradesh,Cotton,Pulses
Black,7.69,High,Zaid,Haryana,None,Soybean
Sandy,4.91,Medium,Rabi,Maharashtra,Maize,Banana
Black,4.64,Medium,Rabi,Telangana,Rice,Maize
Alluvial,5.69,High,Rabi,Telangana,Maize,Groundnut
Laterite,7.58,Medium,Zaid,Karnataka,Cotton,Wheat
Sandy,6.49,Low,Zaid,Gujarat,Cotton,Wheat
Laterite,5.06,Low,Zaid,Kerala,Pulses,Wheat
Red,5.06,High,Kharif,Telangana,Rice,Pulses
Laterite,6.38,High,Rabi,Tamil Nadu,Wheat,Banana
Loamy,5.61,Medium,Zaid,Uttar Pradesh,Cotton,Rice
Sandy,5.02,Medium,Kharif,Bihar,Sugarcane,Maize
Clay,8.17,Medium,Kharif,Tamil Nadu,Groundnut,Cotton
Clay,6.06,High,Rabi,Tamil Nadu,Maize,Cotton
Sandy,7.66,Low,Rabi,Punjab,Maize,Banana
Black,7.37,Medium,Rabi,Punjab,Wheat,Rice
Laterite,7.25,High,Rabi,Tamil Nadu,None,Groundnut
Laterite,7.32,Medium,Kharif,Haryana,Wheat,Rice
Red,4.68,High,Rabi,Maharashtra,Wheat,Sugarcane
Sandy,4.52,High,Zaid,Bihar,Groundnut,Sugarcane
Black,5.97,Low,Kharif,Kerala,Groundnut,Cotton
Laterite,4.84,Low,Kharif,Telangana,None,Groundnut
Clay,8.41,Low,Kharif,Uttar Pradesh,Cotton,Maize
Laterite,6.98,Low,Rabi,Uttar Pradesh,Wheat,Wheat
Red,8.19,Low,Zaid,Punjab,None,Sugarcane
Black,6.64,High,Rabi,Telangana,Sugarcane,Cumin
Laterite,7.15,Medium,Rabi,Maharashtra,Cotton,Maize
Clay,6.88,Medium,Zaid,Kerala,None,Cumin
Clay,7.76,Low,Rabi,Karnataka,Maize,Cotton
Alluvial,7.85,Low,Rabi,Punjab,Wheat,Banana
Loamy,6.43,Medium,Zaid,Gujarat,Cotton,Maize
Laterite,5.4,Low,Zaid,Haryana,Sugarcane,Rice
Laterite,7.33,Low,Rabi,Bihar,Maize,Cumin
Clay,5.82,Medium,Zaid,Bihar,Wheat,Pulses
Sandy,5.77,Low,Rabi,Maharashtra,Maize,Cotton
Black,6.87,Low,Zaid,Punjab,Rice,Cotton
Black,8.24,Medium,Rabi,Uttar Pradesh,Pulses,Groundnut
Red,5.23,Medium,Rabi,Punjab,Groundnut,Banana
Laterite,7.54,Low,Zaid,Punjab,Maize,Cotton
Black,8.23,High,Rabi,Telangana,Cotton,Pulses
Sandy,8.17,Medium,Rabi,Uttar Pradesh,Maize,Cumin
Red,6.63,Low,Kharif,Bihar,Wheat,Rice
Loamy,7.82,Low,Rabi,Punjab,Rice,Soybean
Loamy,5.78,Low,Kharif,Telangana,Maize,Cotton
Loamy,8.47,Low,Rabi,Karnataka,Pulses,Sugarcane
Red,7.89,Medium,Zaid,Uttar Pradesh,Cotton,Soybean
Sandy,6.17,Medium,Kharif,Punjab,Pulses,Wheat
Black,5.44,Medium,Rabi,Gujarat,None,Groundnut
Sandy,6.3,Low,Rabi,Uttar Pradesh,Groundnut,Groundnut
Sandy,6.32,High,Kharif,Punjab,None,Pulses
Red,4.59,Low,Rabi,Tamil Nadu,Cotton,Wheat
Alluvial,6.29,Medium,Kharif,Kerala,Pulses,Sugarcane
Red,5.51,Low,Kharif,Punjab,Maize,Soybean
Red,5.65,Medium,Rabi,Punjab,Cotton,Rice
Red,6.28,Low,Kharif,Tamil Nadu,Sugarcane,Soybean
Alluvial,4.97,Medium,Kharif,Uttar Pradesh,Wheat,Wheat
Red,5.11,Medium,Kharif,Haryana,None,Wheat
Laterite,5.77,Low,Rabi,Punjab,Groundnut,Banana
Clay,7.38,High,Kharif,Gujarat,Cotton,Maize
Black,7.82,High,Zaid,Maharashtra,Maize,Maize
Red,5.71,Medium,Zaid,Tamil Nadu,Wheat,Maize
Sandy,7.29,High,Rabi,Haryana,Sugarcane,Rice
Black,5.13,Low,Rabi,Tamil Nadu,Rice,Cotton
Loamy,7.36,High,Zaid,Telangana,Pulses,Rice
Clay,8.24,Medium,Rabi,Haryana,Pulses,Pulses
Laterite,8.31,Medium,Zaid,Maharashtra,Rice,Pulses
Loamy,4.61,Low,Rabi,Kerala,Sugarcane,Maize
Red,5.36,Medium,Zaid,Haryana,Sugarcane,Cumin
Alluvial,4.99,Medium,Zaid,Gujarat,Groundnut,Groundnut
Red,5.65,Low,Rabi,Uttar Pradesh,Pulses,Cumin
Red,6.57,Low,Kharif,Gujarat,None,Wheat
Clay,6.42,High,Rabi,Uttar Pradesh,Sugarcane,Sugarcane
Sandy,5.6,High,Rabi,Haryana,Wheat,Cumin
Black,7.48,Medium,Zaid,Haryana,Groundnut,Cumin
Loamy,6.94,Low,Rabi,Gujarat,Wheat,Cotton
Loamy,5.65,High,Zaid,Tamil Nadu,Maize,Maize
Loamy,6.95,Low,Rabi,Punjab,Groundnut,Cumin
Black,6.55,High,Zaid,Punjab,Rice,Rice
Red,7.59,Low,Zaid,Tamil Nadu,Wheat,Rice
Red,7.17,High,Kharif,Maharashtra,Rice,Rice
Red,6.2,Low,Rabi,Gujarat,Sugarcane,Wheat
Red,6.0,High,Rabi,Punjab,Cotton,Sugarcane
Sandy,7.7,Medium,Rabi,Tamil Nadu,Wheat,Sugarcane
Loamy,6.21,Medium,Rabi,Gujarat,Rice,Groundnut
Loamy,4.51,High,Rabi,Punjab,Sugarcane,Maize
Alluvial,6.08,Low,Rabi,Karnataka,Pulses,Wheat
Black,6.31,Low,Zaid,Haryana,Groundnut,Sugarcane
Black,4.59,Medium,Zaid,Gujarat,Maize,Maize
Loamy,7.83,Medium,Zaid,Bihar,Groundnut,Maize
Laterite,5.77,High,Zaid,Tamil Nadu,Groundnut,Wheat
Loamy,8.1,Low,Kharif,Uttar Pradesh,None,Sugarcane
Sandy,4.75,Low,Rabi,Gujarat,Sugarcane,Rice
Sandy,7.36,High,Zaid,Bihar,Cotton,Maize
Clay,6.05,Medium,Zaid,Bihar,Cotton,Wheat
Alluvial,6.57,Medium,Rabi,Maharashtra,Cotton,Banana
Laterite,5.65,Low,Kharif,Haryana,Pulses,Cotton
Red,7.37,Medium,Rabi,Maharashtra,Sugarcane,Sugarcane
Sandy,6.14,Low,Kharif,Telangana,Pulses,Groundnut
Sandy,7.35,High,Kharif,Maharashtra,Groundnut,Soybean
Laterite,7.49,Low,Kharif,Uttar Pradesh,Maize,Wheat
Clay,7.04,Low,Zaid,Uttar Pradesh,Maize,Sugarcane
Laterite,7.55,Medium,Zaid,Uttar Pradesh,Pulses,Wheat
Red,8.24,Medium,Rabi,Telangana,Rice,Cotton
Clay,4.79,Low,Kharif,Gujarat,Groundnut,Sugarcane
Clay,6.98,Medium,Kharif,Haryana,None,Maize
Red,5.98,Medium,Zaid,Bihar,Wheat,Rice
Clay,6.9,High,Rabi,Bihar,Sugarcane,Pulses
Alluvial,8.04,High,Rabi,Telangana,Sugarcane,Maize
Sandy,7.66,High,Rabi,Karnataka,Wheat,Cotton
Alluvial,6.9,Low,Zaid,Haryana,Maize,Pulses
Red,6.64,Low,Kharif,Haryana,Cotton,Groundnut
Red,8.49,Medium,Zaid,Kerala,Maize,Groundnut
Loamy,5.1,Low,Zaid,Tamil Nadu,Groundnut,Banana
Black,5.53,Low,Zaid,Tamil Nadu,Maize,Banana
Clay,8.36,Medium,Rabi,Bihar,Groundnut,Maize
Red,8.13,Low,Zaid,Haryana,None,Pulses
Alluvial,5.63,High,Rabi,Tamil Nadu,Wheat,Cumin
Clay,7.6,Low,Kharif,Karnataka,Groundnut,Banana
Alluvial,4.71,Medium,Zaid,Kerala,Sugarcane,Cotton
Black,7.27,Medium,Kharif,Kerala,Groundnut,Sugarcane
Red,8.1,High,Rabi,Bihar,Maize,Banana
Laterite,7.73,Medium,Kharif,Gujarat,Sugarcane,Maize
Laterite,6.55,High,Rabi,Telangana,Rice,Banana
Alluvial,5.61,High,Zaid,Tamil Nadu,Rice,Rice
Clay,4.76,Low,Rabi,Telangana,Maize,Wheat
Loamy,7.47,Low,Rabi,Haryana,Maize,Wheat
Red,6.48,Medium,Zaid,Tamil Nadu,Sugarcane,Sugarcane
Alluvial,4.92,High,Zaid,Tamil Nadu,Wheat,Sugarcane
Clay,6.83,High,Zaid,Haryana,Maize,Rice
Clay,7.97,Medium,Kharif,Kerala,Maize,Wheat
Loamy,7.91,Low,Rabi,Gujarat,Sugarcane,Sugarcane
Red,6.85,Low,Rabi,Haryana,Wheat,Maize
Loamy,6.66,Medium,Zaid,Punjab,Wheat,Cotton
Black,7.24,Medium,Zaid,Haryana,Cotton,Cumin
Loamy,5.31,Low,Zaid,Tamil Nadu,Cotton,Groundnut
Sandy,6.58,High,Rabi,Gujarat,Maize,Maize
Clay,4.99,Medium,Zaid,Karnataka,None,Cumin
Red,5.82,Medium,Rabi,Gujarat,Sugarcane,Maize
Laterite,6.62,Low,Rabi,Bihar,Maize,Sugarcane
Red,6.54,High,Zaid,Gujarat,Rice,Groundnut
Clay,6.84,Medium,Zaid,Kerala,Sugarcane,Soybean
Clay,7.74,Medium,Kharif,Kerala,Sugarcane,Rice
Red,6.03,Medium,Rabi,Karnataka,Wheat,Sugarcane
Black,5.23,Low,Zaid,Kerala,Sugarcane,Cotton
Loamy,6.13,Medium,Zaid,Bihar,Wheat,Cumin
Clay,7.74,Low,Rabi,Telangana,None,Groundnut
Black,8.13,Medium,Zaid,Bihar,Pulses,Pulses
Laterite,8.22,Low,Rabi,Telangana,Groundnut,Rice
Alluvial,7.72,Medium,Zaid,Maharashtra,Cotton,Cumin
Loamy,8.07,Medium,Rabi,Haryana,None,Cumin
Sandy,6.39,Low,Rabi,Uttar Pradesh,Cotton,Soybean
Laterite,8.18,Low,Kharif,Haryana,Pulses,Cumin
Laterite,4.83,Medium,Rabi,Tamil Nadu,Sugarcane,Soybean
Laterite,7.1,Low,Rabi,Punjab,Pulses,Sugarcane
Red,7.25,Low,Rabi,Haryana,Maize,Soybean
Black,5.5,Medium,Zaid,Punjab,Sugarcane,Cotton
Loamy,7.0,High,Zaid,Tamil Nadu,Wheat,Rice
Alluvial,6.02,High,Rabi,Karnataka,Maize,Sugarcane
Sandy,5.36,High,Zaid,Telangana,None,Banana
Red,7.16,High,Kharif,Haryana,None,Wheat
Loamy,7.6,Medium,Rabi,Gujarat,Cotton,Groundnut
Alluvial,8.5,Low,Kharif,Kerala,Sugarcane,Wheat
Alluvial,6.13,High,Kharif,Haryana,Maize,Groundnut
Alluvial,7.91,Low,Zaid,Tamil Nadu,Pulses,Rice
Sandy,6.1,High,Zaid,Karnataka,Rice,Rice
Loamy,6.05,Low,Rabi,Tamil Nadu,Pulses,Rice
Loamy,4.78,Low,Zaid,Tamil Nadu,Rice,Cumin
Loamy,7.75,Low,Zaid,Karnataka,Pulses,Maize
Red,7.8,Low,Zaid,Karnataka,Rice,Banana
Red,5.63,High,Rabi,Kerala,Rice,Cotton
Clay,4.52,Low,Zaid,Bihar,Cotton,Soybean
Alluvial,6.28,High,Kharif,Tamil Nadu,Cotton,Banana
Black,5.46,Low,Zaid,Tamil Nadu,Groundnut,Soybean
Loamy,8.05,High,Zaid,Bihar,Wheat,Sugarcane
Black,6.31,Low,Zaid,Maharashtra,Cotton,Maize
Black,5.71,Medium,Rabi,Maharashtra,Maize,Cumin
Alluvial,6.69,High,Kharif,Gujarat,Pulses,Cumin
Laterite,4.73,High,Rabi,Telangana,Cotton,Pulses
Red,6.62,High,Zaid,Karnataka,Wheat,Sugarcane
Sandy,5.51,Low,Zaid,Punjab,Maize,Wheat
Black,6.72,Medium,Zaid,Maharashtra,Wheat,Rice
Red,7.56,Low,Rabi,Gujarat,Groundnut,Sugarcane
Clay,5.78,Low,Kharif,Tamil Nadu,Pulses,Pulses
Loamy,4.62,Medium,Zaid,Punjab,None,Wheat
Loamy,7.35,Medium,Kharif,Tamil Nadu,Cotton,Rice
Clay,4.98,Medium,Kharif,Haryana,None,Wheat
Loamy,5.4,Low,Kharif,Punjab,None,Soybean
Red,7.16,Medium,Rabi,Tamil Nadu,Pulses,Groundnut
Sandy,6.04,Medium,Rabi,Uttar Pradesh,Rice,Rice
Loamy,5.19,High,Rabi,Tamil Nadu,Groundnut,Wheat
Sandy,5.58,Low,Kharif,Telangana,Pulses,Cotton
Laterite,7.03,High,Zaid,Maharashtra,Pulses,Pulses
Sandy,4.93,Low,Zaid,Kerala,None,Cotton
Laterite,6.62,Medium,Kharif,Bihar,Maize,Wheat
Alluvial,7.06,High,Rabi,Uttar Pradesh,Pulses,Banana
Black,8.46,Low,Rabi,Haryana,Sugarcane,Cotton
Loamy,7.0,Low,Zaid,Telangana,Pulses,Banana
Red,6.19,Low,Zaid,Kerala,Cotton,Sugarcane
Sandy,7.36,Medium,Rabi,Uttar Pradesh,Rice,Maize
Loamy,7.81,Low,Zaid,Karnataka,Groundnut,Cumin
Black,7.89,High,Zaid,Tamil Nadu,Wheat,Cotton
Sandy,6.82,Low,Zaid,Punjab,Rice,Rice
Laterite,6.13,High,Rabi,Telangana,Cotton,Groundnut
